ACCT_CURR_AMOUNT,ORIG_CURR_CD,TRANSACTION_TYPE_DESC,TRANSACTION_TYPE_CATEGORY,ACCOUNT_KEY,ORIGINATOR_NAME,EXECUTION_LOCAL_DATE_TIME,FOREIGN_COUNTRY_CD
50000,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_86954033356693590090_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,MX
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_57377706827659044752_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_70332701754350035406_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_12479013430864472959_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CA
11500,CHF,Loan initial funding by foreign currency monetary instrument,TRANSACTIONS,GBP_69717693384085785853_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_26372846655462417430_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_13197945453607984297_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_58565123399372057307_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,EU
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_34526937983721996262_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,MX
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_19108694602963783328_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,US
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_87337824506743890539_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_68566697747337722819_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_26588235852018942480_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_68566697747337722819_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_07261883984604019312_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,EUR_26723846775234113487_T2,Name,28-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_91749195002358808023_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_07409376343389511804_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,EU
500000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_15625425943476368645_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,MX
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_48875678004003866452_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_68742523801166296666_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Card repayment by foreign currency cash,TRANSACTIONS,GBP_35549716942036328246_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_12479013430864472959_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000000,EUR,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_97585606327551491100_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
2500,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_00796887893954332945_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
52000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_77939795735179415991_T2,IHEART KIDS,28-DEC-12 11.00.00.000000000 AM,EU
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_81360259868995052136_T2,PEARSON COR COAST LIMITED,28-DEC-12 12.00.00.000000000 AM,MX
2200,USD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_59322268927038882628_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_01970666545205597132_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
50000,CAD,Foreign currency cash deposit,TRANSACTIONS,EUR_78278007764493651276_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CA
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_42470107350478528272_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,NZD_69409630566338825232_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_61637337583186747906_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_60364572008252603045_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,EU
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_30223482659964680104_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,MX
50000,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_57095056849998283040_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_58704541645242000248_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
2000,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_24043847105783953700_T2,CYBER WOOD LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_82980897911756748099_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_88026528315004445363_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CA
20000,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_41355773850851777117_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
6000,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_45960872700767923831_T2,DANIEL MAURER,28-DEC-12 10.00.00.000000000 AM,CH
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_14270150767571581432_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,USD_14014982046745644893_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_13936690650172575760_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,MX
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_70021808941520524910_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_79092764277846445783_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CH
500000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_06606890200940339479_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CA
250500,USD,Card repayment by foreign currency cash,TRANSACTIONS,EUR_69553082347055611958_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,CH
50000,USD,Local currency cash withdrawals,TRANSACTIONS,USD_06369815742391024627_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
500000,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_08600472325981718099_T2,LOUIS GOODWIN TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_30022568763588470823_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_50585293171190541852_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,MX
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,JPY_57864438076014309885_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,US
500000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_98512941982579999096_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_59379302816088249102_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CA
50000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_66666443642169234714_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
50000,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_57377706827659044752_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
500000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_84355061292239488806_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,CH
50000,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_04418399620582964232_T2,MATTHEW METCALFE ESSENTIALS,28-DEC-12 12.00.00.000000000 AM,EU
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_85725980815325678981_T2,KLAUDIA FREYTAG TRUST,28-DEC-12 12.00.00.000000000 AM,MX
10000,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_41372842017497224948_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,US
50000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_49567089997620827417_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_32776921467336083206_T2,KITTY USER LIMITED,28-DEC-12 12.00.00.000000000 AM,CA
250500,EUR,Card repayment by local currency cash,TRANSACTIONS,GBP_77270709368508786798_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,CH
250500,EUR,Card repayment by foreign currency cash,TRANSACTIONS,GBP_92999399231518872535_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CA
50000,EUR,Local currency cash withdrawals,TRANSACTIONS,GBP_73648548217681847827_T2,DENEEN SOUTH TRUST,28-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Card repayment by foreign currency cash,TRANSACTIONS,GBP_81360259868995052136_T2,PEARSON COR COAST LIMITED,28-DEC-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by foreign currency cash,TRANSACTIONS,GBP_86912393630578769714_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,CH
10000,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_87740674729059905483_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-DEC-12 12.00.00.000000000 AM,EU
50000,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_79092764277846445783_T2,IHEART KIDS,28-DEC-12 12.00.00.000000000 AM,MX
10470,CAD,Foreign currency cash deposit,TRANSACTIONS,USD_76688467004359463962_T2,EMILY JOHN,11-OCT-12 02.51.51.000000000 AM,US
2400,CHF,Travelers check deposits,TRANSACTIONS,GBP_98512941982579999096_T2,DELLUCCI AMERICAN STUDIO S.R.L.,20-OCT-12 09.05.27.000000000 AM,CH
3990,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_07567608328379071616_T2,LOUIS GOODWIN TRUST,26-OCT-12 10.13.13.000000000 AM,CA
9280,CHF,Local currency personal check withdrawals,TRANSACTIONS,GBP_08600472325981718099_T2,LOUIS GOODWIN TRUST,27-OCT-12 12.18.19.000000000 PM,CH
5550,EUR,Local currency personal check deposits,TRANSACTIONS,GBP_22363726856767529849_T2,CYBER WOOD LIMITED,01-NOV-12 12.08.35.000000000 PM,CH
13570,MXN,Foreign currency monetary instrument withdrawals,TRANSACTIONS,GBP_64066075891662993234_T2,DANIEL MAURER,01-NOV-12 07.37.42.000000000 AM,CH
2200,USD,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_56568125553551125632_T2,DANIEL MAURER,07-NOV-12 02.19.51.000000000 AM,EU
13590,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_32782505434457810419_T2,KITTY USER LIMITED,08-NOV-12 07.58.23.000000000 AM,MX
14400,USD,Foreign currency personal check deposits,TRANSACTIONS,GBP_30480972555852427569_T2,KITTY USER LIMITED,15-NOV-12 03.14.01.000000000 AM,US
12510,MXN,Local currency monetary instrument deposits,TRANSACTIONS,GBP_79092764277846445783_T2,IHEART KIDS,16-NOV-12 11.09.39.000000000 AM,CH
1110,CHF,Travelers check deposits,TRANSACTIONS,GBP_74821121652008209563_T2,IHEART KIDS,17-NOV-12 04.34.57.000000000 PM,CA
6510,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_29807097144567581617_T2,KITTY USER LIMITED,18-NOV-12 03.14.11.000000000 PM,CH
4220,CHF,Travelers check deposits,TRANSACTIONS,GBP_93782860561923787162_T2,DELLUCCI AMERICAN STUDIO S.R.L.,18-NOV-12 12.28.22.000000000 PM,CH
2950,CAD,Local currency personal check withdrawals,TRANSACTIONS,GBP_91853477632567725604_T2,DELLUCCI AMERICAN STUDIO S.R.L.,18-NOV-12 11.40.20.000000000 AM,CH
1480,EUR,Foreign currency cash withdrawals,TRANSACTIONS,USD_28450336301237649614_T2,DELLUCCI AMERICAN STUDIO S.R.L.,07-DEC-12 10.03.26.000000000 AM,EU
7900,EUR,Local currency personal check withdrawals,TRANSACTIONS,GBP_73354802734252689666_T2,DENEEN SOUTH TRUST,12-DEC-12 07.25.53.000000000 PM,MX
5790,EUR,Local currency personal check deposits,TRANSACTIONS,GBP_58423659492148233890_T2,DANIEL MAURER,13-DEC-12 04.12.33.000000000 PM,US
11360,CHF,Local currency personal check deposits,TRANSACTIONS,GBP_97585606327551491100_T2,DELLUCCI AMERICAN STUDIO S.R.L.,16-DEC-12 10.56.14.000000000 PM,CH
12540,MXN,Local currency personal check withdrawals,TRANSACTIONS,GBP_72343628980426368459_T2,ALBERTS GADGET INVESTMENT LLC,19-DEC-12 11.17.06.000000000 AM,CA
8100,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_21735177342694680314_T2,CYBER WOOD LIMITED,25-DEC-12 01.07.35.000000000 PM,CH
5340,USD,Foreign currency personal check deposits,TRANSACTIONS,GBP_54851799516912889838_T2,DANIEL MAURER,26-DEC-12 01.06.39.000000000 AM,CA
7910,CAD,Travelers check deposits,TRANSACTIONS,GBP_64107917606305547346_T2,DANIEL MAURER,26-DEC-12 01.18.19.000000000 AM,CH
6500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_70053127088715723907_T2,DANIEL MAURER,27-DEC-12 01.18.19.000000000 AM,CH
100000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_19108694602963783328_T2,CYBER WOOD LIMITED,27-DEC-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_67420145841892326097_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,EU
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_72575692582599983332_T2,DENEEN SOUTH TRUST,28-DEC-12 12.00.00.000000000 AM,MX
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_43676383501223080155_T2,DANIEL MAURER,28-DEC-12 12.00.00.000000000 AM,US
250500,USD,Loan repayment by local currency cash,TRANSACTIONS,EUR_65774049143899927616_T2,MATTHEW METCALFE ESSENTIALS,27-APR-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_78734907385903737405_T2,IHEART KIDS,27-APR-12 12.00.00.000000000 AM,CA
250500,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_66425434075832353288_T2,DANIEL MAURER,27-APR-12 12.00.00.000000000 AM,CH
250500,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_86654164192720262256_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-APR-12 12.00.00.000000000 AM,CH
9000,CHF,Loan repayment by local currency cash,TRANSACTIONS,USD_65427512437835952681_T2,EMILY JOHN,27-APR-12 12.00.00.000000000 AM,CH
4500,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_58565123399372057307_T2,DANIEL MAURER,27-APR-12 10.00.00.000000000 AM,EU
250500,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_74097652097571864942_T2,IHEART KIDS,28-APR-12 12.00.00.000000000 AM,MX
250500,CAD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_97006347174604556418_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-APR-12 12.00.00.000000000 AM,US
250500,EUR,Local currency cash deposit,TRANSACTIONS,GBP_13173081153909711647_T2,LOUIS GOODWIN TRUST,29-APR-12 12.00.00.000000000 AM,CH
250500,EUR,Local currency cash deposit,TRANSACTIONS,GBP_25036803573161836125_T2,KITTY USER LIMITED,29-APR-12 12.00.00.000000000 AM,CA
250500,EUR,Local currency cash deposit,TRANSACTIONS,GBP_99387406829326711404_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-APR-12 12.00.00.000000000 AM,CH
6000,CHF,Local currency cash deposit,TRANSACTIONS,GBP_64773782059359385473_T2,DANIEL MAURER,29-APR-12 10.00.00.000000000 AM,CH
250500,MXN,Local currency cash deposit,TRANSACTIONS,GBP_15625425943476368645_T2,LOUIS GOODWIN TRUST,30-APR-12 12.00.00.000000000 AM,CH
250500,USD,Local currency cash deposit,TRANSACTIONS,GBP_17541884960196051407_T2,LOUIS GOODWIN TRUST,30-APR-12 12.00.00.000000000 AM,EU
250500,USD,Local currency cash deposit,TRANSACTIONS,GBP_30022568763588470823_T2,KITTY USER LIMITED,30-APR-12 12.00.00.000000000 AM,MX
50000,CAD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_49193036792551478414_T2,DANIEL MAURER,30-APR-12 10.00.00.000000000 AM,US
1500,CHF,Card foreign currency online charge,TRANSACTIONS,GBP_56568125553551125632_T2,DANIEL MAURER,18-MAY-12 12.00.00.000000000 AM,CH
2000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_49355334878791519397_T2,DANIEL MAURER,18-MAY-12 12.00.00.000000000 AM,CA
86,CHF,Card local currency online charge,TRANSACTIONS,GBP_79092764277846445783_T2,IHEART KIDS,18-MAY-12 12.00.00.000000000 AM,CH
86,EUR,Card local currency ATM withdrawals,TRANSACTIONS,GBP_26455831409756710500_T2,KITTY USER LIMITED,18-MAY-12 12.00.00.000000000 AM,CA
250500,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_37396681338146664335_T2,KITTY USER LIMITED,27-MAY-12 12.00.00.000000000 AM,CH
250500,USD,Local currency monetary instrument deposits,TRANSACTIONS,EUR_74968792100437305425_T2,MATTHEW METCALFE ESSENTIALS,27-MAY-12 12.00.00.000000000 AM,CH
250500,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_31649052025706615223_T2,KITTY USER LIMITED,27-MAY-12 12.00.00.000000000 AM,CH
250500,USD,Local currency monetary instrument deposits,TRANSACTIONS,GBP_58423659492148233890_T2,DANIEL MAURER,27-MAY-12 12.00.00.000000000 AM,EU
250500,MXN,Local currency monetary instrument deposits,TRANSACTIONS,GBP_78308127344305851504_T2,IHEART KIDS,27-MAY-12 12.00.00.000000000 AM,MX
250500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_65019885908010185666_T2,DANIEL MAURER,27-MAY-12 12.00.00.000000000 AM,US
250500,MXN,Local currency monetary instrument deposits,TRANSACTIONS,GBP_70354682669556426931_T2,DANIEL MAURER,27-MAY-12 12.00.00.000000000 AM,CH
10000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_18022338927359181464_T2,LOUIS GOODWIN TRUST,27-MAY-12 12.00.00.000000000 AM,CA
250500,CAD,Card repayment by local currency cash,TRANSACTIONS,GBP_16894177064316831151_T2,LOUIS GOODWIN TRUST,27-MAY-12 12.00.00.000000000 AM,CH
12000,EUR,Card repayment by local currency cash,TRANSACTIONS,GBP_73631532499497080269_T2,DENEEN SOUTH TRUST,27-MAY-12 12.00.00.000000000 AM,CH
50000,EUR,Local currency monetary instrument deposits,TRANSACTIONS,GBP_71483985326130186148_T2,DANIEL MAURER,27-MAY-12 10.00.00.000000000 AM,CH
250500,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_51162821600646269920_T2,DANIEL MAURER,28-MAY-12 12.00.00.000000000 AM,EU
10000,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_44303379584327163675_T2,DANIEL MAURER,28-MAY-12 12.00.00.000000000 AM,MX
6000,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_92540723445407599803_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-MAY-12 10.00.00.000000000 AM,US
250500,USD,Local currency monetary instrument deposits,TRANSACTIONS,GBP_54260025412551644901_T2,DANIEL MAURER,29-MAY-12 12.00.00.000000000 AM,CH
4500,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_14060131598940762559_T2,LOUIS GOODWIN TRUST,29-MAY-12 10.00.00.000000000 AM,CA
50,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_41110984503457447936_T2,KITTY USER LIMITED,08-JUN-12 12.00.00.000000000 AM,CH
2000,CHF,Card foreign currency online charge,TRANSACTIONS,GBP_60714064794194343202_T2,DANIEL MAURER,18-JUN-12 12.00.00.000000000 AM,CH
38,CHF,Card foreign currency online charge,TRANSACTIONS,GBP_39142272441132935123_T2,KITTY USER LIMITED,18-JUN-12 12.00.00.000000000 AM,CH
38,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_57377706827659044752_T2,DANIEL MAURER,18-JUN-12 12.00.00.000000000 AM,EU
1900,EUR,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_42374062265734531877_T2,KITTY USER LIMITED,18-JUN-12 12.00.00.000000000 AM,MX
53,MXN,Card local currency retailer charge,TRANSACTIONS,GBP_97233670578068629763_T2,DELLUCCI AMERICAN STUDIO S.R.L.,18-JUN-12 12.00.00.000000000 AM,US
53,USD,Card local currency ATM withdrawals,TRANSACTIONS,GBP_67279065502117393965_T2,DANIEL MAURER,18-JUN-12 12.00.00.000000000 AM,CH
2000,CHF,Card foreign currency online charge,TRANSACTIONS,GBP_25885823882844135274_T2,KITTY USER LIMITED,18-JUN-12 12.00.00.000000000 AM,CA
1900,USD,Card local currency ATM withdrawals,TRANSACTIONS,AUD_73044215582732111966_T2,Name,18-JUN-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_57844213548858652453_T2,DANIEL MAURER,27-JUN-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_93769769308031936541_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-JUN-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_96590931567216858174_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-JUN-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_34526937983721996262_T2,KITTY USER LIMITED,28-JUN-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_20887153399334478585_T2,CYBER WOOD LIMITED,28-JUN-12 12.00.00.000000000 AM,EU
250500,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_40633152720340346831_T2,KITTY USER LIMITED,28-JUN-12 12.00.00.000000000 AM,MX
3000,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_77939795735179415991_T2,IHEART KIDS,28-JUN-12 10.00.00.000000000 AM,US
250500,EUR,Local currency cash deposit,TRANSACTIONS,GBP_77598382721949856917_T2,IHEART KIDS,28-JUN-12 12.00.00.000000000 AM,CH
